;Version, 1, 0
;S11 dB20,;S12 dB20,;S21 dB20,;S22 dB20
;X, Y,;X, Y,;X, Y,;X, Y
;Re, Re,;Re, Re,;Re, Re,;Re, Re
;freq, S-Param,;freq, S-Param,;freq, S-Param,;freq, S-Param
;Hz, dB,;Hz, dB,;Hz, dB,;Hz, dB
9999.99999999948,-0.1489440188998078,9999.99999999948,-278.9197907355493,9999.99999999948,-109.1407402515559,9999.99999999948,-4.700442586696794e-09
10023.05238077847,-0.1489440189001462,10023.05238077847,-278.8797908369337,10023.05238077847,-109.120740257901,10023.05238077847,-4.722138990378544e-09
10046.15790278343,-0.1489440189004837,10046.15790278343,-278.8397909379135,10046.15790278343,-109.1007402642755,10046.15790278343,-4.743934719789457e-09
10069.31668851752,-0.1489440189007976,10069.31668851752,-278.7997910384859,10069.31668851752,-109.0807402706794,10069.31668851752,-4.765830739257004e-09
10092.52886076632,-0.1489440189011488,10092.52886076632,-278.7597911386549,10092.52886076632,-109.0607402771129,10092.52886076632,-4.787827048781181e-09
10115.79454259846,-0.1489440189014686,10115.79454259846,-278.7197912384224,10115.79454259846,-109.0407402835761,10115.79454259846,-4.809928469999327e-09
10139.11385736626,-0.1489440189017776,10139.11385736626,-278.6797913377925,10139.11385736626,-109.020740290069,10139.11385736626,-4.832130181274106e-09
10162.48692870642,-0.1489440189021298,10162.48692870642,-278.6397914367669,10162.48692870642,-109.000740296592,10162.48692870642,-4.854432182605519e-09
10185.91388054063,-0.1489440189024526,10185.91388054063,-278.5997915353418,10185.91388054063,-108.9807403031451,10185.91388054063,-4.876840259958371e-09
10209.39483707626,-0.1489440189027861,10209.39483707626,-278.5597916335309,10209.39483707626,-108.9607403097284,10209.39483707626,-4.899350556022791e-09
10232.929922807,-0.1489440189031265,10232.929922807,-278.5197917313234,10232.929922807,-108.9407403163421,10232.929922807,-4.921964999453718e-09
10256.51926251354,-0.1489440189034404,10256.51926251354,-278.4797918287343,10256.51926251354,-108.9207403229863,10256.51926251354,-4.944685518906084e-09
10280.16298126419,-0.1489440189037769,10280.16298126419,-278.4397919257523,10280.16298126419,-108.9007403296613,10280.16298126419,-4.967509221397492e-09
10303.86120441562,-0.1489440189041389,10303.86120441562,-278.39979202239,10303.86120441562,-108.880740336367,10303.86120441562,-4.990437071255405e-09
10327.61405761343,-0.1489440189044882,10327.61405761343,-278.3597921186436,10327.61405761343,-108.8607403431037,10327.61405761343,-5.013470997134762e-09
10351.42166679289,-0.1489440189048629,10351.42166679289,-278.3197922145171,10351.42166679289,-108.8407403498715,10351.42166679289,-5.036613892017962e-09
10375.28415817958,-0.1489440189051592,10375.28415817958,-278.2797923100134,10375.28415817958,-108.8207403566704,10375.28415817958,-5.059860934267674e-09
10399.20165829004,-0.1489440189055486,10399.20165829004,-278.2397924051332,10399.20165829004,-108.8007403635009,10399.20165829004,-5.083216945521233e-09
10423.17429393249,-0.1489440189058998,10423.17429393249,-278.1997924998768,10423.17429393249,-108.7807403703628,10423.17429393249,-5.106677104141302e-09
10447.20219220745,-0.1489440189062706,10447.20219220745,-278.1597925942506,10447.20219220745,-108.7607403772564,10447.20219220745,-5.130251053402555e-09
10471.28548050844,-0.1489440189065983,10471.28548050844,-278.1197926882521,10471.28548050844,-108.7407403841818,10471.28548050844,-5.153932043012723e-09
10495.42428652266,-0.1489440189069574,10495.42428652266,-278.079792781887,10495.42428652266,-108.7207403911392,10495.42428652266,-5.177720072971807e-09
10519.61873823167,-0.1489440189073243,10519.61873823167,-278.0397928751564,10519.61873823167,-108.7007403981287,10519.61873823167,-5.201619000589677e-09
10543.86896391203,-0.1489440189076646,10543.86896391203,-277.9997929680623,10543.86896391203,-108.6807404051505,10543.86896391203,-5.225631718848733e-09
10568.17509213602,-0.1489440189080423,10568.17509213602,-277.9597930606039,10568.17509213602,-108.6607404122046,10568.17509213602,-5.249753406111643e-09
10592.53725177232,-0.1489440189083621,10592.53725177232,-277.9197931527859,10592.53725177232,-108.6407404192914,10592.53725177232,-5.273980205068537e-09
10616.95557198668,-0.1489440189087702,10616.95557198668,-277.8797932446088,10616.95557198668,-108.6207404264108,10616.95557198668,-5.298325616303959e-09
10641.43018224259,-0.148944018909093,10641.43018224259,-277.8397933360775,10641.43018224259,-108.6007404335631,10641.43018224259,-5.322779996543234e-09
10665.96121230201,-0.1489440189094716,10665.96121230201,-277.7997934271885,10665.96121230201,-108.5807404407485,10665.96121230201,-5.347351060406104e-09
10690.54879222601,-0.148944018909865,10690.54879222601,-277.7597935179513,10690.54879222601,-108.560740447967,10690.54879222601,-5.3720349505827e-09
10715.19305237549,-0.1489440189102329,10715.19305237549,-277.7197936083618,10715.19305237549,-108.5407404552188,10715.19305237549,-5.396828774090622e-09
10739.89412341187,-0.1489440189105812,10739.89412341187,-277.6797936984219,10739.89412341187,-108.5207404625041,10739.89412341187,-5.421738316894672e-09
10764.65213629777,-0.1489440189109648,10764.65213629777,-277.6397937881381,10764.65213629777,-108.500740469823,10764.65213629777,-5.446765507649787e-09
10789.46722229771,-0.1489440189113169,10789.46722229771,-277.5997938775112,10789.46722229771,-108.4807404771757,10789.46722229771,-5.471908417701035e-09
10814.3395129788,-0.1489440189116809,10814.3395129788,-277.5597939665339,10814.3395129788,-108.4607404845623,10814.3395129788,-5.497163189738545e-09
10839.26914021145,-0.148944018912086,10839.26914021145,-277.5197940552218,10839.26914021145,-108.4407404919831,10839.26914021145,-5.522538502709525e-09
10864.25623617007,-0.1489440189124412,10864.25623617007,-277.4797941435687,10864.25623617007,-108.4207404994381,10864.25623617007,-5.548031463631574e-09
10889.30093333375,-0.1489440189128522,10889.30093333375,-277.4397942315784,10889.30093333375,-108.4007405069275,10889.30093333375,-5.57363628653989e-09
10914.40336448698,-0.148944018913222,10914.40336448698,-277.399794319252,10914.40336448698,-108.3807405144515,10914.40336448698,-5.599366472019013e-09
10939.56366272035,-0.1489440189135929,10939.56366272035,-277.3597944065921,10939.56366272035,-108.3607405220101,10939.56366272035,-5.625210448139341e-09
10964.78196143126,-0.148944018913998,10964.78196143126,-277.3197944936037,10964.78196143126,-108.3407405296037,10964.78196143126,-5.651173036538207e-09
10990.05839432462,-0.1489440189143806,10990.05839432462,-277.2797945802783,10990.05839432462,-108.3207405372324,10990.05839432462,-5.677260023180418e-09
11015.39309541355,-0.148944018914775,11015.39309541355,-277.2397946666325,11015.39309541355,-108.3007405448963,11015.39309541355,-5.703464657773704e-09
11040.78619902013,-0.1489440189151507,11040.78619902013,-277.1997947526584,11040.78619902013,-108.2807405525955,11040.78619902013,-5.729789833300469e-09
11066.23783977606,-0.148944018915549,11066.23783977606,-277.1597948383579,11066.23783977606,-108.2607405603303,11066.23783977606,-5.756236514088179e-09
11091.74815262341,-0.1489440189159228,11091.74815262341,-277.1197949237395,11091.74815262341,-108.2407405681007,11091.74815262341,-5.782807593119237e-09
11117.31727281531,-0.1489440189163299,11117.31727281531,-277.079795008793,11117.31727281531,-108.2207405759071,11117.31727281531,-5.809499213083778e-09
11142.94533591669,-0.1489440189167488,11142.94533591669,-277.0397950935317,11142.94533591669,-108.2007405837495,11142.94533591669,-5.836314266964202e-09
11168.632477805,-0.1489440189171755,11168.632477805,-276.9997951779529,11168.632477805,-108.1807405916281,11168.632477805,-5.863255647742913e-09
11194.37883467091,-0.1489440189175394,11194.37883467091,-276.9597952620612,11194.37883467091,-108.160740599543,11194.37883467091,-5.890316605127639e-09
11220.18454301902,-0.1489440189179593,11220.18454301902,-276.919795345854,11220.18454301902,-108.1407406074945,11220.18454301902,-5.917502925083188e-09
11246.04973966865,-0.1489440189183772,11246.04973966865,-276.8797954293322,11246.04973966865,-108.1207406154827,11246.04973966865,-5.944820393574364e-09
11271.97456175449,-0.1489440189187843,11271.97456175449,-276.8397955125039,11271.97456175449,-108.1007406235077,11271.97456175449,-5.972258402999027e-09
11297.95914672736,-0.1489440189191787,11297.95914672736,-276.7997955953667,11297.95914672736,-108.0807406315699,11297.95914672736,-5.999826596631851e-09
11324.00363235495,-0.1489440189195829,11324.00363235495,-276.7597956779231,11324.00363235495,-108.0607406396692,11324.00363235495,-6.027520152835502e-09
11350.10815672253,-0.1489440189200116,11350.10815672253,-276.7197957601741,11350.10815672253,-108.0407406478058,11350.10815672253,-6.055339071609981e-09
11376.27285823368,-0.1489440189204295,11376.27285823368,-276.6797958421238,11376.27285823368,-108.0207406559801,11376.27285823368,-6.083292031902493e-09
11402.49787561106,-0.1489440189208514,11402.49787561106,-276.6397959237694,11402.49787561106,-108.0007406641921,11402.49787561106,-6.11137228342077e-09
11428.78334789709,-0.1489440189212683,11428.78334789709,-276.5997960051178,11428.78334789709,-107.980740672442,11428.78334789709,-6.139582719147215e-09
11455.12941445472,-0.1489440189216636,11455.12941445472,-276.5597960861675,11455.12941445472,-107.96074068073,11455.12941445472,-6.167920446099426e-09
11481.53621496819,-0.1489440189220894,11481.53621496819,-276.5197961669197,11481.53621496819,-107.9407406890562,11481.53621496819,-6.196389321587275e-09
11508.00388944372,-0.1489440189225142,11508.00388944372,-276.4797962473789,11508.00388944372,-107.9207406974209,11508.00388944372,-6.224989345610762e-09
11534.53257821028,-0.148944018922933,11534.53257821028,-276.4397963275445,11534.53257821028,-107.9007407058242,11534.53257821028,-6.253721482497357e-09
11561.12242192035,-0.1489440189233538,11561.12242192035,-276.39979640742,11561.12242192035,-107.8807407142662,11561.12242192035,-6.282589589556928e-09
11587.77356155062,-0.148944018923812,11587.77356155062,-276.3597964870075,11587.77356155062,-107.8607407227473,11587.77356155062,-6.311584987842274e-09
11614.48613840278,-0.1489440189242466,11614.48613840278,-276.3197965663071,11614.48613840278,-107.8407407312675,11614.48613840278,-6.340719249283001e-09
11641.26029410427,-0.1489440189246812,11641.26029410427,-276.2797966453208,11641.26029410427,-107.820740739827,11641.26029410427,-6.36998948089671e-09
11668.09617060898,-0.1489440189251089,11668.09617060898,-276.2397967240482,11668.09617060898,-107.800740748426,11668.09617060898,-6.399390861046064e-09
11694.99391019806,-0.1489440189255297,11694.99391019806,-276.1997968024938,11694.99391019806,-107.7807407570647,11694.99391019806,-6.428928211368404e-09
11721.95365548065,-0.1489440189259996,11721.95365548065,-276.1597968806603,11721.95365548065,-107.7607407657433,11721.95365548065,-6.458604424846131e-09
11748.97554939464,-0.1489440189264146,11748.97554939464,-276.1197969585464,11748.97554939464,-107.7407407744619,11748.97554939464,-6.488416608496844e-09
11776.05973520742,-0.1489440189268737,11776.05973520742,-276.0797970361555,11776.05973520742,-107.7207407832208,11776.05973520742,-6.518362833665611e-09
11803.20635651664,-0.1489440189272887,11803.20635651664,-276.0397971134862,11803.20635651664,-107.7007407920201,11803.20635651664,-6.54845177929964e-09
11830.41555725099,-0.148944018927737,11830.41555725099,-275.9997971905487,11830.41555725099,-107.6807408008601,11830.41555725099,-6.578678623761593e-09
11857.68748167094,-0.1489440189282138,11857.68748167094,-275.9597972673315,11857.68748167094,-107.6607408097408,11857.68748167094,-6.609042402724008e-09
11885.02227436952,-0.1489440189287004,11885.02227436952,-275.9197973438468,11885.02227436952,-107.6407408186626,11885.02227436952,-6.639550830806621e-09
11912.42008027308,-0.1489440189291438,11912.42008027308,-275.8797974200921,11912.42008027308,-107.6207408276255,11912.42008027308,-6.670197157717165e-09
11939.88104464206,-0.1489440189295999,11939.88104464206,-275.8397974960715,11939.88104464206,-107.6007408366298,11939.88104464206,-6.700985240765509e-09
11967.40531307177,-0.1489440189300492,11967.40531307177,-275.7997975717806,11967.40531307177,-107.5807408456756,11967.40531307177,-6.731918937261526e-09
11994.99303149312,-0.1489440189305123,11994.99303149312,-275.759797647228,11994.99303149312,-107.5607408547633,11994.99303149312,-6.762987639603075e-09
12022.64434617346,-0.14894401893094,12022.64434617346,-275.7197977224121,12022.64434617346,-107.5407408638928,12022.64434617346,-6.794205812702167e-09
12050.3594037173,-0.1489440189314119,12050.3594037173,-275.6797977973346,12050.3594037173,-107.5207408730645,12050.3594037173,-6.825568634921469e-09
12078.13835106712,-0.1489440189318877,12078.13835106712,-275.6397978719964,12078.13835106712,-107.5007408822785,12078.13835106712,-6.857073213278579e-09
12105.98133550414,-0.1489440189323899,12105.98133550414,-275.5997979464006,12105.98133550414,-107.4807408915351,12105.98133550414,-6.888722440755901e-09
12133.88850464909,-0.1489440189328245,12133.88850464909,-275.559798020547,12133.88850464909,-107.4607409008344,12133.88850464909,-6.920520174663306e-09
12161.860006463,-0.1489440189332895,12161.860006463,-275.5197980944445,12161.860006463,-107.4407409101766,12161.860006463,-6.952462557690926e-09
12189.89598924798,-0.1489440189338065,12189.89598924798,-275.4797981680817,12189.89598924798,-107.4207409195619,12189.89598924798,-6.984553447148632e-09
12217.99660164803,-0.1489440189342401,12217.99660164803,-275.4397982414698,12217.99660164803,-107.4007409289906,12217.99660164803,-7.016792843036426e-09
12246.1619926498,-0.1489440189347492,12246.1619926498,-275.3997983146066,12246.1619926498,-107.3807409384628,12246.1619926498,-7.049177852371907e-09
12274.39231158338,-0.148944018935225,12274.39231158338,-275.3597983874942,12274.39231158338,-107.3607409479787,12274.39231158338,-7.081719082757218e-09
12302.68770812312,-0.1489440189357057,12302.68770812312,-275.3197984601348,12302.68770812312,-107.3407409575385,12302.68770812312,-7.114407855245155e-09
12331.04833228839,-0.1489440189361766,12331.04833228839,-275.2797985325296,12331.04833228839,-107.3207409671424,12331.04833228839,-7.147247062818121e-09
12359.4743344444,-0.1489440189366681,12359.4743344444,-275.2397986046814,12359.4743344444,-107.3007409767907,12359.4743344444,-7.180235741148649e-09
12387.96586530299,-0.1489440189371664,12387.96586530299,-275.1997986765891,12387.96586530299,-107.2807409864836,12387.96586530299,-7.213380640529015e-09
12416.5230759234,-0.1489440189376373,12416.5230759234,-275.1597987482571,12416.5230759234,-107.2607409962211,12416.5230759234,-7.246673082012012e-09
12445.14611771314,-0.1489440189381651,12445.14611771314,-275.119798819682,12445.14611771314,-107.2407410060036,12445.14611771314,-7.280123673199786e-09
12473.83514242872,-0.1489440189386586,12473.83514242872,-275.0797988908731,12473.83514242872,-107.2207410158313,12473.83514242872,-7.313726628127531e-09
12502.59030217649,-0.1489440189391461,12502.59030217649,-275.0397989618282,12502.59030217649,-107.2007410257043,12502.59030217649,-7.347483875450186e-09
12531.41174941344,-0.1489440189396592,12531.41174941344,-274.9997990325444,12531.41174941344,-107.1807410356229,12531.41174941344,-7.381398308150152e-09
12560.29963694803,-0.1489440189401595,12560.29963694803,-274.9597991030291,12560.29963694803,-107.1607410455873,12560.29963694803,-7.415471854882369e-09
12589.25411794095,-0.1489440189406657,12589.25411794095,-274.9197991732816,12589.25411794095,-107.1407410555977,12589.25411794095,-7.449697765354566e-09
12618.27534590598,-0.1489440189411866,12618.27534590598,-274.879799243303,12618.27534590598,-107.1207410656542,12618.27534590598,-7.484081825531549e-09
12647.36347471079,-0.1489440189416948,12647.36347471079,-274.8397993130968,12647.36347471079,-107.1007410757572,12647.36347471079,-7.518628857050657e-09
12676.51865857773,-0.1489440189421981,12676.51865857773,-274.7997993826581,12676.51865857773,-107.0807410859069,12676.51865857773,-7.553335966929487e-09
12705.74105208469,-0.1489440189427376,12705.74105208469,-274.7597994519982,12705.74105208469,-107.0607410961034,12705.74105208469,-7.588198333530709e-09
12735.03081016588,-0.1489440189432447,12735.03081016588,-274.7197995211114,12735.03081016588,-107.0407411063469,12735.03081016588,-7.623224635801527e-09
12764.3880881127,-0.1489440189437549,12764.3880881127,-274.6797995900062,12764.3880881127,-107.0207411166378,12764.3880881127,-7.658412945087012e-09
12793.81304157451,-0.148944018944267,12793.81304157451,-274.639799658674,12793.81304157451,-107.0007411269761,12793.81304157451,-7.693761332732228e-09
12823.30582655948,-0.1489440189448183,12823.30582655948,-274.5997997271215,12823.30582655948,-106.9807411373621,12823.30582655948,-7.729269798737177e-09
12852.86659943541,-0.1489440189453274,12852.86659943541,-274.5597997953512,12852.86659943541,-106.9607411477961,12852.86659943541,-7.764952808013877e-09
12882.4955169306,-0.1489440189458513,12882.4955169306,-274.519799863363,12882.4955169306,-106.9407411582783,12882.4955169306,-7.800790109685507e-09
12912.1927361346,-0.1489440189464144,12912.1927361346,-274.479799931161,12912.1927361346,-106.9207411688089,12912.1927361346,-7.836800025973956e-09
12941.95841449911,-0.148944018946899,12941.95841449911,-274.4397999987431,12941.95841449911,-106.900741179388,12941.95841449911,-7.872970984949612e-09
12971.79270983881,-0.148944018947468,12971.79270983881,-274.3998000661103,12971.79270983881,-106.880741190016,12971.79270983881,-7.909309736904753e-09
13001.69578033215,-0.1489440189480056,13001.69578033215,-274.3598001332679,13001.69578033215,-106.860741200693,13001.69578033215,-7.945820139149252e-09
13031.66778452224,-0.1489440189485716,13031.66778452224,-274.3198002002168,13031.66778452224,-106.8407412114193,13031.66778452224,-7.982494477063366e-09
13061.70888131766,-0.1489440189490896,13061.70888131766,-274.2798002669534,13061.70888131766,-106.8207412221952,13061.70888131766,-8.01934046526684e-09
13091.81922999331,-0.1489440189496311,13091.81922999331,-274.2398003334837,13091.81922999331,-106.8007412330208,13091.81922999331,-8.056355210777275e-09
13121.99899019127,-0.1489440189501972,13121.99899019127,-274.1998003998099,13121.99899019127,-106.7807412438963,13121.99899019127,-8.093541606577074e-09
13152.24832192162,-0.1489440189507347,13152.24832192162,-274.1598004659277,13152.24832192162,-106.760741254822,13152.24832192162,-8.130897724011303e-09
13182.5673855633,-0.1489440189512929,13182.5673855633,-274.1198005318474,13182.5673855633,-106.7407412657982,13182.5673855633,-8.168426456062369e-09
13212.95634186498,-0.1489440189518639,13212.95634186498,-274.0798005975594,13212.95634186498,-106.7207412768251,13212.95634186498,-8.206131660040144e-09
13243.41535194588,-0.1489440189524397,13243.41535194588,-274.0398006630741,13243.41535194588,-106.7007412879028,13243.41535194588,-8.24401237161716e-09
13273.94457729662,-0.1489440189530136,13273.94457729662,-273.9998007283921,13273.94457729662,-106.6807412990317,13273.94457729662,-8.282062804828618e-09
13304.54417978014,-0.148944018953562,13304.54417978014,-273.9598007935091,13304.54417978014,-106.6607413102119,13304.54417978014,-8.320292602949195e-09
13335.21432163246,-0.1489440189540986,13335.21432163246,-273.9198008584295,13335.21432163246,-106.6407413214437,13335.21432163246,-8.358695015686616e-09
13365.95516546364,-0.1489440189547108,13365.95516546364,-273.8798009231604,13365.95516546364,-106.6207413327274,13365.95516546364,-8.39727775766063e-09
13396.76687425857,-0.1489440189552493,13396.76687425857,-273.8398009876913,13396.76687425857,-106.6007413440632,13396.76687425857,-8.436036971561364e-09
13427.64961137785,-0.1489440189558428,13427.64961137785,-273.7998010520341,13427.64961137785,-106.5807413554513,13427.64961137785,-8.474976514698691e-09
13458.6035405587,-0.1489440189564059,13458.6035405587,-273.7598011161843,13458.6035405587,-106.560741366892,13458.6035405587,-8.514097351400082e-09
13489.62882591575,-0.1489440189570063,13489.62882591575,-273.7198011801449,13489.62882591575,-106.5407413783855,13489.62882591575,-8.553395624355674e-09
13520.72563194198,-0.1489440189575606,13520.72563194198,-273.679801243918,13520.72563194198,-106.520741389932,13520.72563194198,-8.592875190875332e-09
13551.89412350957,-0.1489440189581629,13551.89412350957,-273.6398013075036,13551.89412350957,-106.5007414015318,13551.89412350957,-8.632537979613997e-09
13583.13446587074,-0.1489440189587466,13583.13446587074,-273.5998013709074,13583.13446587074,-106.4807414131852,13583.13446587074,-8.672383990571671e-09
13614.4468246587,-0.1489440189593411,13614.4468246587,-273.559801434124,13614.4468246587,-106.4607414248923,13614.4468246587,-8.712417081058229e-09
13645.83136588844,-0.1489440189599278,13645.83136588844,-273.5198014971571,13645.83136588844,-106.4407414366535,13645.83136588844,-8.75263242943633e-09
13677.28825595769,-0.1489440189605409,13677.28825595769,-273.4798015600115,13677.28825595769,-106.420741448469,13677.28825595769,-8.793029071378514e-09
13708.81766164773,-0.1489440189611354,13708.81766164773,-273.4398016226846,13708.81766164773,-106.400741460339,13708.81766164773,-8.833617614486929e-09
13740.41975012434,-0.1489440189617122,13740.41975012434,-273.3998016851815,13740.41975012434,-106.3807414722638,13740.41975012434,-8.874390344141829e-09
13772.09468893865,-0.1489440189623381,13772.09468893865,-273.3598017474947,13772.09468893865,-106.3607414842437,13772.09468893865,-8.915354010635496e-09
13803.84264602803,-0.1489440189629198,13803.84264602803,-273.3198018096392,13803.84264602803,-106.3407414962788,13803.84264602803,-8.956502828003123e-09
13835.66378971699,-0.1489440189635771,13835.66378971699,-273.2798018716038,13835.66378971699,-106.3207415083696,13835.66378971699,-8.997843546536991e-09
13867.55828871806,-0.1489440189641706,13867.55828871806,-273.2398019333963,13867.55828871806,-106.3007415205161,13867.55828871806,-9.039378094892033e-09
13899.52631213271,-0.1489440189647985,13899.52631213271,-273.1998019950188,13899.52631213271,-106.2807415327186,13899.52631213271,-9.081102615758385e-09
13931.56802945221,-0.1489440189654037,13931.56802945221,-273.1598020564693,13931.56802945221,-106.2607415449775,13931.56802945221,-9.123018073463512e-09
13963.68361055855,-0.1489440189660355,13963.68361055855,-273.1198021177512,13963.68361055855,-106.240741557293,13963.68361055855,-9.16512928964476e-09
13995.87322572535,-0.1489440189666663,13995.87322572535,-273.0798021788623,13995.87322572535,-106.2207415696653,13995.87322572535,-9.207431442664793e-09
14028.13704561875,-0.1489440189672873,14028.13704561875,-273.0398022398089,14028.13704561875,-106.2007415820948,14028.13704561875,-9.249931282815885e-09
14060.4752412983,-0.14894401896792,14060.4752412983,-272.9998023005892,14060.4752412983,-106.1807415945816,14060.4752412983,-9.292629774425508e-09
14092.88798421791,-0.1489440189685312,14092.88798421791,-272.9598023612032,14092.88798421791,-106.1607416071261,14092.88798421791,-9.335523060183792e-09
14125.3754462267,-0.1489440189692012,14125.3754462267,-272.9198024216585,14125.3754462267,-106.1407416197284,14125.3754462267,-9.378614033073148e-09
14157.93779956997,-0.1489440189698143,14157.93779956997,-272.8798024819484,14157.93779956997,-106.120741632389,14157.93779956997,-9.421900764438638e-09
14190.57521689008,-0.148944018970452,14190.57521689008,-272.8398025420784,14190.57521689008,-106.1007416451079,14190.57521689008,-9.465390968900009e-09
14223.28787122735,-0.1489440189710936,14223.28787122735,-272.7998026020536,14223.28787122735,-106.0807416578856,14223.28787122735,-9.509080789147394e-09
14256.07593602103,-0.148944018971744,14256.07593602103,-272.7598026618678,14256.07593602103,-106.0607416707222,14256.07593602103,-9.552976975473066e-09
14288.93958511018,-0.1489440189723698,14288.93958511018,-272.7198027215231,14288.93958511018,-106.0407416836181,14288.93958511018,-9.597063134310082e-09
14321.87899273458,-0.1489440189730634,14321.87899273458,-272.6798027810232,14321.87899273458,-106.0207416965736,14321.87899273458,-9.641365302500068e-09
14354.8943335357,-0.148944018973705,14354.8943335357,-272.6398028403725,14354.8943335357,-106.0007417095888,14354.8943335357,-9.685868050803548e-09
14387.98578255759,-0.1489440189743486,14387.98578255759,-272.5998028995655,14387.98578255759,-105.9807417226641,14387.98578255759,-9.730576200857863e-09
14421.15351524782,-0.1489440189750539,14421.15351524782,-272.5598029586093,14421.15351524782,-105.9607417357998,14421.15351524782,-9.775490716990482e-09
14454.39770745841,-0.1489440189757082,14454.39770745841,-272.5198030175032,14454.39770745841,-105.9407417489961,14454.39770745841,-9.82061063487394e-09
14487.71853544675,-0.1489440189764126,14487.71853544675,-272.4798030762487,14487.71853544675,-105.9207417622533,14487.71853544675,-9.865943669127984e-09
14521.11617587655,-0.1489440189770512,14521.11617587655,-272.4398031348447,14521.11617587655,-105.9007417755717,14521.11617587655,-9.911480176477937e-09
14554.59080581879,-0.1489440189777379,14554.59080581879,-272.3998031932926,14554.59080581879,-105.8807417889516,14554.59080581879,-9.95723172885342e-09
14588.14260275261,-0.1489440189784109,14588.14260275261,-272.3598032515984,14588.14260275261,-105.8607418023932,14588.14260275261,-1.000319157596216e-08
14621.7717445663,-0.1489440189790976,14621.7717445663,-272.3198033097592,14621.7717445663,-105.8407418158969,14621.7717445663,-1.004936357511403e-08
14655.47840955823,-0.1489440189797676,14655.47840955823,-272.2798033677741,14655.47840955823,-105.8207418294629,14655.47840955823,-1.00957515836189e-08
14689.26277643778,-0.1489440189804631,14689.26277643778,-272.2398034256515,14689.26277643778,-105.8007418430915,14689.26277643778,-1.014234981551198e-08
14723.1250243263,-0.1489440189811332,14723.1250243263,-272.1998034833859,14723.1250243263,-105.780741856783,14723.1250243263,-1.018916309243059e-08
14757.06533275805,-0.1489440189818297,14757.06533275805,-272.159803540982,14757.06533275805,-105.7607418705378,14757.06533275805,-1.023619816466703e-08
14791.08388168118,-0.148944018982535,14791.08388168118,-272.1198035984396,14791.08388168118,-105.740741884356,14791.08388168118,-1.028344153163675e-08
14825.18085145864,-0.1489440189832267,14825.18085145864,-272.0798036557621,14825.18085145864,-105.720741898238,14825.18085145864,-1.033091055123416e-08
14859.35642286917,-0.1489440189839251,14859.35642286917,-272.0398037129463,14859.35642286917,-105.7007419121841,14859.35642286917,-1.037859075854727e-08
14893.61077710825,-0.1489440189846579,14893.61077710825,-271.9998037699982,14893.61077710825,-105.6807419261946,14893.61077710825,-1.042650047579794e-08
14927.94409578905,-0.1489440189853427,14927.94409578905,-271.9598038269165,14927.94409578905,-105.6607419402697,14927.94409578905,-1.047462330941925e-08
14962.35656094342,-0.148944018986051,14962.35656094342,-271.9198038837034,14962.35656094342,-105.6407419544097,14962.35656094342,-1.052297468865068e-08
14996.84835502282,-0.1489440189867897,14996.84835502282,-271.8798039403587,14996.84835502282,-105.6207419686151,14996.84835502282,-1.057154497021755e-08
15031.41966089931,-0.1489440189874989,15031.41966089931,-271.839803996886,15031.41966089931,-105.600741982886,15031.41966089931,-1.062033994008467e-08
15066.0706618665,-0.1489440189882317,15066.0706618665,-271.7998040532856,15066.0706618665,-105.5807419972229,15066.0706618665,-1.066936249123445e-08
15100.80154164056,-0.1489440189889704,15100.80154164056,-271.7598041095546,15100.80154164056,-105.5607420116258,15100.80154164056,-1.071860973068449e-08
15135.61248436116,-0.1489440189896827,15135.61248436116,-271.7198041656981,15135.61248436116,-105.5407420260953,15135.61248436116,-1.076808551574467e-08
15170.50367459244,-0.1489440189904273,15170.50367459244,-271.6798042217189,15170.50367459244,-105.5207420406315,15170.50367459244,-1.081778695343258e-08
15205.47529732403,-0.1489440189911708,15205.47529732403,-271.6398042776151,15205.47529732403,-105.5007420552349,15205.47529732403,-1.086772272269545e-08
15240.52753797198,-0.1489440189919135,15240.52753797198,-271.5998043333918,15240.52753797198,-105.4807420699056,15240.52753797198,-1.091788414458606e-08
15275.66058237979,-0.1489440189926198,15275.66058237979,-271.5598043890433,15275.66058237979,-105.4607420846441,15275.66058237979,-1.096828086237909e-08
15310.87461681936,-0.148944018993383,15310.87461681936,-271.5198044445762,15310.87461681936,-105.4407420994506,15310.87461681936,-1.101890805443722e-08
15346.169827992,-0.1489440189941335,15346.169827992,-271.4798044999901,15346.169827992,-105.4207421143255,15346.169827992,-1.106976475643297e-08
15381.5464030294,-0.1489440189948702,15381.5464030294,-271.4398045552874,15381.5464030294,-105.4007421292689,15381.5464030294,-1.112086350462344e-08
15417.00452949465,-0.1489440189956511,15417.00452949465,-271.399804610466,15417.00452949465,-105.3807421442814,15417.00452949465,-1.117219176275154e-08
15452.54439538319,-0.1489440189964222,15452.54439538319,-271.3598046655319,15452.54439538319,-105.3607421593632,15452.54439538319,-1.122376496005676e-08
15488.16618912386,-0.148944018997156,15488.16618912386,-271.3198047204821,15488.16618912386,-105.3407421745146,15488.16618912386,-1.127556959595457e-08
15523.87009957987,-0.1489440189979378,15523.87009957987,-271.2798047753223,15523.87009957987,-105.3207421897359,15523.87009957987,-1.13276133850647e-08
15559.65631604978,-0.1489440189987187,15559.65631604978,-271.239804830047,15559.65631604978,-105.3007422050275,15559.65631604978,-1.13799011490245e-08
